('1.3.1', 'pdfbox/src/main/java/org/apache/pdfbox/cos/COSName.java', 'PDFBOX-907', 'd41cbf92b2b6c994405628920470744bdb8e9661')
('1.3.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/PDDocument.java', 'PDFBOX-889', 'ffbc2070ecd7dc6893a48330aae0db5942c75cd9')
('1.8.5', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/BaseParser.java', 'PDFBOX-2079', 'a9d5e85ae2ab570bde0c7d6c8572c2dcf61f9e13')
('1.8.5', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/NonSequentialPDFParser.java', 'PDFBOX-2079', 'a9d5e85ae2ab570bde0c7d6c8572c2dcf61f9e13')
('2.0.11', 'pdfbox/src/main/java/org/apache/pdfbox/io/IOUtils.java', 'PDFBOX-4254', '0663506b3042af7f40019f350b97b211a7d41804')
('2.0.10', 'pdfbox/src/main/java/org/apache/pdfbox/io/IOUtils.java', 'PDFBOX-4254', '0663506b3042af7f40019f350b97b211a7d41804')
('1.3.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/common/PDNameTreeNode.java', 'PDFBOX-891', 'f4e4fc542951b1c27b76ffd857d6d8973eb3f68d')
('1.2.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/common/PDNameTreeNode.java', 'PDFBOX-891', 'f4e4fc542951b1c27b76ffd857d6d8973eb3f68d')
('1.2.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/common/PDNameTreeNode.java', 'PDFBOX-891', 'f4e4fc542951b1c27b76ffd857d6d8973eb3f68d')
('1.6.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/xobject/PDXObjectImage.java', 'PDFBOX-892', '33309d2d6904217be59955fa41e819325f18ec2b')
('1.5.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/xobject/PDXObjectImage.java', 'PDFBOX-892', '33309d2d6904217be59955fa41e819325f18ec2b')
('1.4.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/xobject/PDXObjectImage.java', 'PDFBOX-892', '33309d2d6904217be59955fa41e819325f18ec2b')
('1.3.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/xobject/PDXObjectImage.java', 'PDFBOX-892', '33309d2d6904217be59955fa41e819325f18ec2b')
('1.3.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDFont.java', 'PDFBOX-897', 'd0dc78ed7bf8e69fa51e87ad42225b2ef3ceab6d')
('1.3.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/common/PDStream.java', 'PDFBOX-898', 'f1548a438eff04ae318e547dbc868e170bde13b1')
('1.2.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/common/PDStream.java', 'PDFBOX-898', 'f1548a438eff04ae318e547dbc868e170bde13b1')
('1.2.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/common/PDStream.java', 'PDFBOX-898', 'f1548a438eff04ae318e547dbc868e170bde13b1')
('1.1.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/common/PDStream.java', 'PDFBOX-898', 'f1548a438eff04ae318e547dbc868e170bde13b1')
('1.8.5', 'pdfbox/src/main/java/org/apache/pdfbox/pdfwriter/COSWriter.java', 'PDFBOX-2082', '929e861e87a2c8cfbaf594045dda6970c5511e88')
('1.8.5', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/PDDocument.java', 'PDFBOX-2082', '929e861e87a2c8cfbaf594045dda6970c5511e88')
('1.3.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdfviewer/PDFPagePanel.java', 'PDFBOX-896', '42087b9de7fd044853fc476e562c0274a1638157')
('1.2.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdfviewer/PDFPagePanel.java', 'PDFBOX-896', '42087b9de7fd044853fc476e562c0274a1638157')
('1.2.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdfviewer/PDFPagePanel.java', 'PDFBOX-896', '42087b9de7fd044853fc476e562c0274a1638157')
('1.1.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdfviewer/PDFPagePanel.java', 'PDFBOX-896', '42087b9de7fd044853fc476e562c0274a1638157')
('1.8.2', 'pdfbox/src/main/java/org/apache/pdfbox/pdfviewer/font/TTFGlyph2D.java', 'PDFBOX-412', '7d6862e47da519d8b6120f2ba62365ec09d3a9aa')
('2.0.11', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/FontMapperImpl.java', 'PDFBOX-4268', '28915170e0a89d632b5f0a83ddb0162e300dee8e')
('2.0.10', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/FontMapperImpl.java', 'PDFBOX-4268', '28915170e0a89d632b5f0a83ddb0162e300dee8e')
('2.0.9', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/FontMapperImpl.java', 'PDFBOX-4268', '28915170e0a89d632b5f0a83ddb0162e300dee8e')
('2.0.11', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/image/PDImageXObject.java', 'PDFBOX-4267', '775f6024f29e0a91d057c36b5e6c9ea4aa5d0c68')
('2.0.10', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/image/PDImageXObject.java', 'PDFBOX-4267', '775f6024f29e0a91d057c36b5e6c9ea4aa5d0c68')
('2.0.11', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/image/PDImageXObject.java', 'PDFBOX-4267', 'ca278c10ea22f947891a9d9f277dc235b2691fe2')
('2.0.10', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/image/PDImageXObject.java', 'PDFBOX-4267', 'ca278c10ea22f947891a9d9f277dc235b2691fe2')
('2.0.11', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/image/PDImageXObject.java', 'PDFBOX-4267', '4b0adbacc2ffe4560ce455ecc78fa7c1a049c237')
('2.0.10', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/image/PDImageXObject.java', 'PDFBOX-4267', '4b0adbacc2ffe4560ce455ecc78fa7c1a049c237')
('2.0.11', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/image/PDImageXObject.java', 'PDFBOX-4267', '61fc2d804f127beeb283653222db9c41c5fed0a3')
('2.0.10', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/image/PDImageXObject.java', 'PDFBOX-4267', '61fc2d804f127beeb283653222db9c41c5fed0a3')
('2.0.11', 'pdfbox/src/main/java/org/apache/pdfbox/cos/COSName.java', 'PDFBOX-4267', '28a571d01d7474cc87371227f60f72cfcca4c555')
('2.0.11', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/image/PDImageXObject.java', 'PDFBOX-4267', '28a571d01d7474cc87371227f60f72cfcca4c555')
('2.0.10', 'pdfbox/src/main/java/org/apache/pdfbox/cos/COSName.java', 'PDFBOX-4267', '28a571d01d7474cc87371227f60f72cfcca4c555')
('2.0.10', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/image/PDImageXObject.java', 'PDFBOX-4267', '28a571d01d7474cc87371227f60f72cfcca4c555')
('2.0.17', 'fontbox/src/main/java/org/apache/fontbox/ttf/GlyphSubstitutionTable.java', 'PDFBOX-4670', '9b979ef68a9c71d2aabae16e8b6e172ca001f7d7')
('2.0.17', 'fontbox/src/main/java/org/apache/fontbox/ttf/gsub/GlyphSubstitutionDataExtractor.java', 'PDFBOX-4670', '9b979ef68a9c71d2aabae16e8b6e172ca001f7d7')
('1.8.7', 'preflight/src/main/java/org/apache/pdfbox/preflight/metadata/PDFAIdentificationValidation.java', 'PDFBOX-2491', 'da295c22eba43fd0b08696eedd59bde0fa09bcf1')
('1.8.6', 'preflight/src/main/java/org/apache/pdfbox/preflight/metadata/PDFAIdentificationValidation.java', 'PDFBOX-2491', 'da295c22eba43fd0b08696eedd59bde0fa09bcf1')
('1.8.5', 'preflight/src/main/java/org/apache/pdfbox/preflight/metadata/PDFAIdentificationValidation.java', 'PDFBOX-2491', 'da295c22eba43fd0b08696eedd59bde0fa09bcf1')
('1.8.4', 'preflight/src/main/java/org/apache/pdfbox/preflight/metadata/PDFAIdentificationValidation.java', 'PDFBOX-2491', 'da295c22eba43fd0b08696eedd59bde0fa09bcf1')
('1.8.3', 'preflight/src/main/java/org/apache/pdfbox/preflight/metadata/PDFAIdentificationValidation.java', 'PDFBOX-2491', 'da295c22eba43fd0b08696eedd59bde0fa09bcf1')
('1.8.2', 'preflight/src/main/java/org/apache/pdfbox/preflight/metadata/PDFAIdentificationValidation.java', 'PDFBOX-2491', 'da295c22eba43fd0b08696eedd59bde0fa09bcf1')
('1.8.1', 'preflight/src/main/java/org/apache/pdfbox/preflight/metadata/PDFAIdentificationValidation.java', 'PDFBOX-2491', 'da295c22eba43fd0b08696eedd59bde0fa09bcf1')
('1.8.0', 'preflight/src/main/java/org/apache/pdfbox/preflight/metadata/PDFAIdentificationValidation.java', 'PDFBOX-2491', 'da295c22eba43fd0b08696eedd59bde0fa09bcf1')
('1.6.0', 'fontbox/src/main/java/org/apache/fontbox/cmap/CMapParser.java', 'PDFBOX-1161', '963d1527f34e78f317e8d61845266612724caea3')
('1.5.0', 'fontbox/src/main/java/org/apache/fontbox/cmap/CMapParser.java', 'PDFBOX-1161', '963d1527f34e78f317e8d61845266612724caea3')
('1.8.7', 'tools/src/main/java/org/apache/pdfbox/tools/PDFReader.java', 'PDFBOX-2490', 'b1f46abab89874ce693e990b67b6064707d5ff23')
('1.8.7', 'pdfbox/src/main/java/org/apache/pdfbox/cos/COSDocument.java', 'PDFBOX-2490', '3ab6aaed23a74c6678ee8421ecfd4dd9d62657c2')
('1.8.6', 'pdfbox/src/main/java/org/apache/pdfbox/cos/COSDocument.java', 'PDFBOX-2490', '3ab6aaed23a74c6678ee8421ecfd4dd9d62657c2')
('1.2.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdfwriter/COSWriter.java', 'PDFBOX-866', '8bc05b109c997e4a670224d541828476e76bd873')
('1.2.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdfwriter/COSWriter.java', 'PDFBOX-866', '8bc05b109c997e4a670224d541828476e76bd873')
('1.1.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdfwriter/COSWriter.java', 'PDFBOX-866', '8bc05b109c997e4a670224d541828476e76bd873')
('1.8.8', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/PageDrawer.java', 'PDFBOX-2499', 'ece682c3759b1e662f2b21ead8152dc6702e5282')
('1.8.8', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDType1CFont.java', 'PDFBOX-2499', 'ece682c3759b1e662f2b21ead8152dc6702e5282')
('2.0.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/BaseParser.java', 'PDFBOX-3347', '9d6364981a64894b0a03054092d51880f111d50b')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/cos/COSStream.java', 'PDFBOX-2016', '1e57f4ed2b335b5621098374c966b212982d4c06')
('2.0.1', 'fontbox/src/main/java/org/apache/fontbox/ttf/OpenTypeFont.java', 'PDFBOX-3344', 'dfc53aed5bd112807be1054c3afd4f5ce0620c43')
('2.0.0', 'fontbox/src/main/java/org/apache/fontbox/ttf/OpenTypeFont.java', 'PDFBOX-3344', 'dfc53aed5bd112807be1054c3afd4f5ce0620c43')
('2.0.1', 'fontbox/src/main/java/org/apache/fontbox/ttf/TTFParser.java', 'PDFBOX-3344', '6f5379f547098239019147eb816f2e38320abef0')
('2.0.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDCIDFontType2.java', 'PDFBOX-3344', '6f5379f547098239019147eb816f2e38320abef0')
('2.0.0', 'fontbox/src/main/java/org/apache/fontbox/ttf/TTFParser.java', 'PDFBOX-3344', '6f5379f547098239019147eb816f2e38320abef0')
('2.0.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDCIDFontType2.java', 'PDFBOX-3344', '6f5379f547098239019147eb816f2e38320abef0')
('2.0.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/FontMapperImpl.java', 'PDFBOX-3344', '4d8195915703680788f15fa3734eb27ad6cfd8a9')
('2.0.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/FontMapperImpl.java', 'PDFBOX-3344', '4d8195915703680788f15fa3734eb27ad6cfd8a9')
('1.7.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/xobject/PDJpeg.java', 'PDFBOX-1169', '9eccb80e0fa342b8b5f9fe226f8ffd498feaf052')
('1.7.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/xobject/PDJpeg.java', 'PDFBOX-1169', '9eccb80e0fa342b8b5f9fe226f8ffd498feaf052')
('1.6.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/xobject/PDJpeg.java', 'PDFBOX-1169', 'bf70dd71961bff2b02778508a94843518d754709')
('1.5.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/xobject/PDJpeg.java', 'PDFBOX-1169', 'bf70dd71961bff2b02778508a94843518d754709')
('1.8.7', 'preflight/src/main/java/org/apache/pdfbox/preflight/parser/PreflightParser.java', 'PDFBOX-2498', '5eda93e3bb4ae3b2e50a189800464aa9be3b30a7')
('1.8.6', 'preflight/src/main/java/org/apache/pdfbox/preflight/parser/PreflightParser.java', 'PDFBOX-2498', '5eda93e3bb4ae3b2e50a189800464aa9be3b30a7')
('1.8.8', 'fontbox/src/main/java/org/apache/fontbox/cff/CFFParser.java', 'PDFBOX-2495', 'fd863e9afd8059a042ca0b0273d003190d086d9e')
('1.8.8', 'fontbox/src/main/java/org/apache/fontbox/cff/CFFCIDFont.java', 'PDFBOX-2495', 'fd863e9afd8059a042ca0b0273d003190d086d9e')
('1.8.7', 'fontbox/src/main/java/org/apache/fontbox/cff/CFFParser.java', 'PDFBOX-2495', 'fd863e9afd8059a042ca0b0273d003190d086d9e')
('1.8.6', 'fontbox/src/main/java/org/apache/fontbox/cff/CFFParser.java', 'PDFBOX-2495', 'fd863e9afd8059a042ca0b0273d003190d086d9e')
('1.8.8', 'fontbox/src/main/java/org/apache/fontbox/cff/CFFCIDFont.java', 'PDFBOX-2495', '10135db77663be75986bb11659b22b82c1cc31b6')
('1.8.8', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/state/PDExternalGraphicsState.java', 'PDFBOX-2495', '0c986199d4f6e538f74e04ac750d9c6d1f2ed6ca')
('1.8.8', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/PDResources.java', 'PDFBOX-2495', '0c986199d4f6e538f74e04ac750d9c6d1f2ed6ca')
('1.8.8', 'pdfbox/src/main/java/org/apache/pdfbox/contentstream/operator/state/SetGraphicsStateParameters.java', 'PDFBOX-2495', '0c986199d4f6e538f74e04ac750d9c6d1f2ed6ca')
('1.8.8', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/pattern/PDShadingPattern.java', 'PDFBOX-2495', '0c986199d4f6e538f74e04ac750d9c6d1f2ed6ca')
('1.8.7', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/PDResources.java', 'PDFBOX-2495', '0c986199d4f6e538f74e04ac750d9c6d1f2ed6ca')
('1.8.6', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/PDResources.java', 'PDFBOX-2495', '0c986199d4f6e538f74e04ac750d9c6d1f2ed6ca')
('1.6.0', 'preflight/src/main/java/org/apache/padaf/preflight/font/CFFType2FontContainer.java', 'PDFBOX-1162', 'a37de71560e223810a306325e69caaec69b042e5')
('1.6.0', 'preflight/src/main/java/org/apache/padaf/preflight/font/TrueTypeFontValidator.java', 'PDFBOX-1162', 'a37de71560e223810a306325e69caaec69b042e5')
('1.6.0', 'preflight/src/main/java/org/apache/padaf/preflight/font/AbstractFontContainer.java', 'PDFBOX-1162', 'ddc9a0f56457a5aeee440dbca48533792d7f56e7')
('1.3.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/encryption/SecurityHandler.java', 'PDFBOX-872', '54cbe6baa831144c2827297f3e8f37e0622bff7c')
('1.3.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/encryption/StandardSecurityHandler.java', 'PDFBOX-872', '54cbe6baa831144c2827297f3e8f37e0622bff7c')
('1.2.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/encryption/StandardSecurityHandler.java', 'PDFBOX-872', '54cbe6baa831144c2827297f3e8f37e0622bff7c')
('1.2.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/encryption/StandardSecurityHandler.java', 'PDFBOX-872', '54cbe6baa831144c2827297f3e8f37e0622bff7c')
('1.1.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/encryption/StandardSecurityHandler.java', 'PDFBOX-872', '54cbe6baa831144c2827297f3e8f37e0622bff7c')
('2.0.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/encryption/StandardSecurityHandler.java', 'PDFBOX-3341', 'c90825da4d28d7b1ae9b1484b9a010206be3dec5')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/PDFStreamParser.java', 'PDFBOX-1164', '587c5b00cef0a1f27bbc783c94c4e491aa773bce')
('2.0.1', 'fontbox/src/main/java/org/apache/fontbox/type1/Type1Parser.java', 'PDFBOX-3348', '6739eba46374f18db09ed413275f94742f79abb6')
('2.0.0', 'fontbox/src/main/java/org/apache/fontbox/type1/Type1Parser.java', 'PDFBOX-3348', '6739eba46374f18db09ed413275f94742f79abb6')
('1.6.0', 'pdfbox/src/main/java/org/apache/pdfbox/cos/COSNumber.java', 'PDFBOX-1172', '7659a66ca008316f532d998e3fbbf5e7e962f699')
('1.5.0', 'pdfbox/src/main/java/org/apache/pdfbox/cos/COSNumber.java', 'PDFBOX-1172', '7659a66ca008316f532d998e3fbbf5e7e962f699')
('1.4.0', 'pdfbox/src/main/java/org/apache/pdfbox/cos/COSNumber.java', 'PDFBOX-1172', '7659a66ca008316f532d998e3fbbf5e7e962f699')
('1.3.1', 'pdfbox/src/main/java/org/apache/pdfbox/cos/COSNumber.java', 'PDFBOX-1172', '7659a66ca008316f532d998e3fbbf5e7e962f699')
('1.6.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/BaseParser.java', 'PDFBOX-1171', '4119bff2b28de98ac25bb6f2cde6d646044893c0')
('1.5.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/BaseParser.java', 'PDFBOX-1171', '4119bff2b28de98ac25bb6f2cde6d646044893c0')
('1.2.1', 'fontbox/src/main/java/org/apache/fontbox/cmap/CMapParser.java', 'PDFBOX-874', '857b62434cc0a965e3e76b9be5612d6b9c18de76')
('1.2.1', 'fontbox/src/main/java/org/apache/fontbox/cmap/CMap.java', 'PDFBOX-874', '857b62434cc0a965e3e76b9be5612d6b9c18de76')
('1.2.0', 'fontbox/src/main/java/org/apache/fontbox/cmap/CMapParser.java', 'PDFBOX-874', '857b62434cc0a965e3e76b9be5612d6b9c18de76')
('1.2.0', 'fontbox/src/main/java/org/apache/fontbox/cmap/CMap.java', 'PDFBOX-874', '857b62434cc0a965e3e76b9be5612d6b9c18de76')
('1.6.0', 'pdfbox/src/main/java/org/apache/pdfbox/util/PDFMergerUtility.java', 'PDFBOX-879', 'b29c4562713f9d6d7677bf9c033e58c687c4609f')
('1.6.0', 'pdfbox/src/main/java/org/apache/pdfbox/cos/COSDocument.java', 'PDFBOX-879', 'b29c4562713f9d6d7677bf9c033e58c687c4609f')
('1.5.0', 'pdfbox/src/main/java/org/apache/pdfbox/util/PDFMergerUtility.java', 'PDFBOX-879', 'b29c4562713f9d6d7677bf9c033e58c687c4609f')
('1.4.0', 'pdfbox/src/main/java/org/apache/pdfbox/util/PDFMergerUtility.java', 'PDFBOX-879', 'b29c4562713f9d6d7677bf9c033e58c687c4609f')
('1.8.7', 'pdfbox/src/main/java/org/apache/pdfbox/contentstream/PDFStreamEngine.java', 'PDFBOX-877', 'b109db57454a8e0d8b646f66230c7906fa5db6b5')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/image/ImageFactory.java', 'PDFBOX-2026', '057fdea40092f61c7fc2806776fad5755401e4e2')
('1.6.0', 'preflight/src/main/java/org/apache/padaf/preflight/font/Type3FontValidator.java', 'PDFBOX-1178', 'fb39814f4c85558e6c24c9b16e618ed07428c1b1')
('1.8.14', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/PDDocumentCatalog.java', 'PDFBOX-4204', '06a515b3ab42530c2238970b56b9bcd01e368528')
('1.8.13', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/PDDocumentCatalog.java', 'PDFBOX-4204', '06a515b3ab42530c2238970b56b9bcd01e368528')
('1.8.11', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/PDDocumentCatalog.java', 'PDFBOX-4204', '06a515b3ab42530c2238970b56b9bcd01e368528')
('2.0.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/common/PDPageLabels.java', 'PDFBOX-3355', 'a1e179cddd0edae87d1062fec045db0edd65ce7d')
('2.0.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/common/PDPageLabels.java', 'PDFBOX-3355', 'a1e179cddd0edae87d1062fec045db0edd65ce7d')
('1.8.4', 'tools/src/main/java/org/apache/pdfbox/tools/gui/PDFPagePanel.java', 'PDFBOX-2024', '0105e242de42c550d7935df75fb94976e95158eb')
('1.8.4', 'tools/src/main/java/org/apache/pdfbox/tools/PDFReader.java', 'PDFBOX-2024', '0105e242de42c550d7935df75fb94976e95158eb')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/PDFPrinter.java', 'PDFBOX-2025', 'cee4c297f59b1def04729dea715cc2989bd1e6ed')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/PDFPrinter.java', 'PDFBOX-2022', '81254340e39e8407448137153c7cd4d3fba9f747')
('1.8.14', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDICCBased.java', 'PDFBOX-4200', '8917378c09e741d1876e61362470acd095296eb3')
('1.8.13', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDICCBased.java', 'PDFBOX-4200', '8917378c09e741d1876e61362470acd095296eb3')
('1.8.11', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDICCBased.java', 'PDFBOX-4200', '8917378c09e741d1876e61362470acd095296eb3')
('1.8.10', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDICCBased.java', 'PDFBOX-4200', '8917378c09e741d1876e61362470acd095296eb3')
('2.0.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDCIDFont.java', 'PDFBOX-3354', '35e0baba17b2203dcbf855800f5755b2ce9a81a6')
('2.0.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDCIDFont.java', 'PDFBOX-3354', '35e0baba17b2203dcbf855800f5755b2ce9a81a6')
('1.6.0', 'pdfbox/src/main/java/org/apache/pdfbox/util/PDFMergerUtility.java', 'PDFBOX-1173', 'b29c4562713f9d6d7677bf9c033e58c687c4609f')
('1.6.0', 'pdfbox/src/main/java/org/apache/pdfbox/cos/COSDocument.java', 'PDFBOX-1173', 'b29c4562713f9d6d7677bf9c033e58c687c4609f')
('1.5.0', 'pdfbox/src/main/java/org/apache/pdfbox/util/PDFMergerUtility.java', 'PDFBOX-1173', 'b29c4562713f9d6d7677bf9c033e58c687c4609f')
('1.4.0', 'pdfbox/src/main/java/org/apache/pdfbox/util/PDFMergerUtility.java', 'PDFBOX-1173', 'b29c4562713f9d6d7677bf9c033e58c687c4609f')
('1.3.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDFont.java', 'PDFBOX-883', 'c0bed05f139f8bbf5c4357e0a909f692c756f4e6')
('2.0.1', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/PageDrawer.java', 'PDFBOX-3351', 'dca833a34b078e4d23880efe78ceb87f71b40345')
('2.0.0', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/PageDrawer.java', 'PDFBOX-3351', 'dca833a34b078e4d23880efe78ceb87f71b40345')
('1.8.6', 'preflight/src/main/java/org/apache/pdfbox/preflight/content/PreflightStreamEngine.java', 'PDFBOX-2020', 'd489701eea5d1ac2250eed4a984f35f9d632a999')
('1.8.6', 'preflight/src/main/java/org/apache/pdfbox/preflight/content/PreflightStreamEngine.java', 'PDFBOX-2020', '9b4d6e5484ec2db24aac3b2e673730abd28f92f4')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/PDFRenderer.java', 'PDFBOX-2021', 'd6136aaed15367fa16b01895ee512a34404bb524')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/PDFRenderer.java', 'PDFBOX-2021', 'feba4b94e82fa741d2ae2e11d09c7be859b120f5')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/PDFRenderer.java', 'PDFBOX-2021', '1c692c731b40ca27231edaf98c3b3b454b2e9e97')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/PDFPrinter.java', 'PDFBOX-2021', '8d7bdad0204adb81a968118e531b9b51ecdb4a02')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/PDFPrinter.java', 'PDFBOX-2021', '0f2db4094d1ff9b8862f739384d45306e3e37055')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/PDPage.java', 'PDFBOX-2021', '0f2db4094d1ff9b8862f739384d45306e3e37055')
('1.8.4', 'tools/src/main/java/org/apache/pdfbox/tools/PrintPDF.java', 'PDFBOX-2021', '0f2db4094d1ff9b8862f739384d45306e3e37055')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/PDFRenderer.java', 'PDFBOX-2021', '0f2db4094d1ff9b8862f739384d45306e3e37055')
('1.8.3', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/PDPage.java', 'PDFBOX-2021', '0f2db4094d1ff9b8862f739384d45306e3e37055')
('1.3.1', 'pdfbox/src/main/java/org/apache/pdfbox/util/PDFStreamEngine.java', 'PDFBOX-881', '11d6fbd95c4d89e6502d32217168437e0b899ae9')
('1.8.14', 'debugger/src/main/java/org/apache/pdfbox/debugger/pagepane/PagePane.java', 'PDFBOX-4207', 'bb0ef8d3c645ffaf9b8bc37f4e44314a3ec42eae')
('1.2.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/PDGraphicsState.java', 'PDFBOX-848', 'da952416783a131a7c803e49e61f23f1e7a69129')
('1.2.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/PDGraphicsState.java', 'PDFBOX-848', 'da952416783a131a7c803e49e61f23f1e7a69129')
('1.1.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/PDGraphicsState.java', 'PDFBOX-848', 'da952416783a131a7c803e49e61f23f1e7a69129')
('2.0.1', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/PageDrawer.java', 'PDFBOX-3360', 'ac66c46caf3d97c54959274907881f8ba24082e5')
('2.0.0', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/PageDrawer.java', 'PDFBOX-3360', 'ac66c46caf3d97c54959274907881f8ba24082e5')
('1.2.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDFont.java', 'PDFBOX-840', '9231a02e512872f7595ab199bf5a0c93a00475c0')
