('4.0.6RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/remote/KurentoHandler.java', 'OPENMEETINGS-1962', 'f2d91360b0dbaf1480126c98893c6fe7a96d1c48')
('4.0.5RC1', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupException.java', 'OPENMEETINGS-2113', '9b25bea0fe682e65a9da2166165605a765f5adf6')
('4.0.4RC1', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupException.java', 'OPENMEETINGS-2113', '9b25bea0fe682e65a9da2166165605a765f5adf6')
('4.0.3', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupException.java', 'OPENMEETINGS-2113', '9b25bea0fe682e65a9da2166165605a765f5adf6')
('4.0.2', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupException.java', 'OPENMEETINGS-2113', '9b25bea0fe682e65a9da2166165605a765f5adf6')
('4.0.10', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupException.java', 'OPENMEETINGS-2113', '9b25bea0fe682e65a9da2166165605a765f5adf6')
('4.0.0RC1', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupException.java', 'OPENMEETINGS-2113', '9b25bea0fe682e65a9da2166165605a765f5adf6')
('5.0.0-M2', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupImport.java', 'OPENMEETINGS-2113', '440d0c666deda99946aaeba58a1a9d5fe948105b')
('3.0.7RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/RoomPanel.java', 'OPENMEETINGS-1267', 'db07d92deebbdb7ccc517bb6afae659a521edf16')
('3.0.7RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/StartSharingEventBehavior.java', 'OPENMEETINGS-1267', 'db07d92deebbdb7ccc517bb6afae659a521edf16')
('3.0.7RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/CoreScreenShare.java', 'OPENMEETINGS-1267', 'db07d92deebbdb7ccc517bb6afae659a521edf16')
('5.0.0-M2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/entity/basic/Client.java', 'OPENMEETINGS-2115', 'bba48c06df35dc3552d8c4f2c3a165793886c8b7')
('5.0.0-M2', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/remote/StreamProcessor.java', 'OPENMEETINGS-2115', 'bba48c06df35dc3552d8c4f2c3a165793886c8b7')
('5.0.0-M1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/entity/basic/Client.java', 'OPENMEETINGS-2115', 'bba48c06df35dc3552d8c4f2c3a165793886c8b7')
('5.0.0-M1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/remote/StreamProcessor.java', 'OPENMEETINGS-2115', 'bba48c06df35dc3552d8c4f2c3a165793886c8b7')
('5.0.0-M2', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupImport.java', 'OPENMEETINGS-2110', 'e373292dcbc1769717a14fb0b178efb99f87576e')
('5.0.0-M2', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/remote/StreamProcessor.java', 'OPENMEETINGS-2111', '80ed9d0bec11eab8b67caf313c52a38b6bd2385f')
('5.0.0-M1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/remote/StreamProcessor.java', 'OPENMEETINGS-2111', '80ed9d0bec11eab8b67caf313c52a38b6bd2385f')
('3.1.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/RoomPanel.java', 'OPENMEETINGS-508', '142245fc91a8728922cd79fd4024903503b12a07')
('3.1.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/SwfPanel.java', 'OPENMEETINGS-508', 'aa88e98decac379766fc3c1efc9a005972908f97')
('5.0.0-M2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/admin/users/UserForm.java', 'OPENMEETINGS-2102', '7ae26f773f3d6e1421e48b5bf72e33b9899f7687')
('5.0.0-M2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/entity/user/User.java', 'OPENMEETINGS-2102', '7ae26f773f3d6e1421e48b5bf72e33b9899f7687')
('3.1.3RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/util/AjaxDownload.java', 'OPENMEETINGS-1498', '51315f2909f5d1cf80b984f95559acdac908d95c')
('3.1.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/util/AjaxDownload.java', 'OPENMEETINGS-1498', '51315f2909f5d1cf80b984f95559acdac908d95c')
('3.1.3RC1', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupImport.java', 'OPENMEETINGS-1499', '6e72c855b3ddccca3327bd0c3a5b467e4e8c8d0f')
('3.1.3RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/entity/label/StringLabel.java', 'OPENMEETINGS-1494', 'dea77fd90d99931c7f769c7753a0b3eebf703d54')
('3.1.3RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/entity/room/Room.java', 'OPENMEETINGS-1494', 'dea77fd90d99931c7f769c7753a0b3eebf703d54')
('3.1.3RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/entity/room/Client.java', 'OPENMEETINGS-1494', 'dea77fd90d99931c7f769c7753a0b3eebf703d54')
('3.1.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/entity/label/StringLabel.java', 'OPENMEETINGS-1494', 'dea77fd90d99931c7f769c7753a0b3eebf703d54')
('3.1.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/entity/room/Room.java', 'OPENMEETINGS-1494', 'dea77fd90d99931c7f769c7753a0b3eebf703d54')
('3.1.1RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/entity/label/StringLabel.java', 'OPENMEETINGS-1494', 'dea77fd90d99931c7f769c7753a0b3eebf703d54')
('3.1.0RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/entity/label/StringLabel.java', 'OPENMEETINGS-1494', 'dea77fd90d99931c7f769c7753a0b3eebf703d54')
('3.1.3RC1', 'openmeetings-util/src/main/java/org/apache/openmeetings/util/CalendarPatterns.java', 'OPENMEETINGS-1496', '171ea6b1ba1cc9246e7cd5ee90130d1f7b24808b')
('3.1.3RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/entity/calendar/Appointment.java', 'OPENMEETINGS-1496', '171ea6b1ba1cc9246e7cd5ee90130d1f7b24808b')
('3.1.2', 'openmeetings-util/src/main/java/org/apache/openmeetings/util/CalendarPatterns.java', 'OPENMEETINGS-1496', '171ea6b1ba1cc9246e7cd5ee90130d1f7b24808b')
('3.1.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/entity/calendar/Appointment.java', 'OPENMEETINGS-1496', '171ea6b1ba1cc9246e7cd5ee90130d1f7b24808b')
('3.1.3RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/ldap/LdapLoginManagement.java', 'OPENMEETINGS-1492', '0325cf0b6972c7a7fd89f6864604a4f9f5ccbddb')
('3.1.2', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/ldap/LdapLoginManagement.java', 'OPENMEETINGS-1492', '0325cf0b6972c7a7fd89f6864604a4f9f5ccbddb')
('5.0.0-M2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/common/tree/FolderPanel.java', 'OPENMEETINGS-2106', 'f80511846c61beffe87d8c420d619a2b37f7dd4a')
('5.0.0-M2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/wb/WbPanel.java', 'OPENMEETINGS-2106', 'f80511846c61beffe87d8c420d619a2b37f7dd4a')
('3.1.3RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/admin/users/UserForm.java', 'OPENMEETINGS-1487', '128691a8e970c3e696ea1530a837408785cc447c')
('3.1.3RC1', 'openmeetings-service/src/main/java/org/apache/openmeetings/service/user/UserManager.java', 'OPENMEETINGS-1487', '128691a8e970c3e696ea1530a837408785cc447c')
('3.1.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/admin/users/UserForm.java', 'OPENMEETINGS-1487', '128691a8e970c3e696ea1530a837408785cc447c')
('3.1.2', 'openmeetings-service/src/main/java/org/apache/openmeetings/service/user/UserManager.java', 'OPENMEETINGS-1487', '128691a8e970c3e696ea1530a837408785cc447c')
('3.1.3RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/user/calendar/CalendarPanel.java', 'OPENMEETINGS-1489', '307c6c756f9030b50fa097d8f8b3c3066a5bdcff')
('3.1.3RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/remote/red5/ScopeApplicationAdapter.java', 'OPENMEETINGS-1482', 'fb49270c00788cab17fb76a39d35db6d63696a66')
('3.1.3RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/app/WebSession.java', 'OPENMEETINGS-1482', '25c738beb09f3135f2be79481c655944f5e802bc')
('3.1.3RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/entity/basic/Configuration.java', 'OPENMEETINGS-1483', '1b7c9c088485a32f0ce36f4997d8b0c57a66014b')
('3.1.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/entity/basic/Configuration.java', 'OPENMEETINGS-1483', '1b7c9c088485a32f0ce36f4997d8b0c57a66014b')
('3.1.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dao/user/UserDao.java', 'OPENMEETINGS-1472', '2f74398f7c149e6a5f59be17e0936e091ae28e72')
('3.1.2', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/converter/FlvExplorerConverter.java', 'OPENMEETINGS-1470', '949e89e565debeb683745898cac9c26df1fba8ec')
('3.1.2', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/converter/FlvExplorerConverter.java', 'OPENMEETINGS-1470', 'f3a22dc2b8a7e728b1b56102c26917943da1310b')
('3.1.3RC1', 'openmeetings-util/src/main/java/org/apache/openmeetings/util/OpenmeetingsVariables.java', 'OPENMEETINGS-1479', '0af667596b5379892e52bcc53dfa504a14e0f227')
('3.1.3RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/user/ChatPanel.java', 'OPENMEETINGS-1479', '0af667596b5379892e52bcc53dfa504a14e0f227')
('3.1.3RC1', 'openmeetings-install/src/main/java/org/apache/openmeetings/installation/ImportInitvalues.java', 'OPENMEETINGS-1479', '0af667596b5379892e52bcc53dfa504a14e0f227')
('3.1.2', 'openmeetings-util/src/main/java/org/apache/openmeetings/util/OpenmeetingsVariables.java', 'OPENMEETINGS-1479', '0af667596b5379892e52bcc53dfa504a14e0f227')
('3.1.2', 'openmeetings-install/src/main/java/org/apache/openmeetings/installation/ImportInitvalues.java', 'OPENMEETINGS-1479', '0af667596b5379892e52bcc53dfa504a14e0f227')
('3.1.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/common/InvitationForm.java', 'OPENMEETINGS-1465', '61494f4f001a1596a65ead94c48e53444ec7ace2')
('3.1.2', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/RecordingWebService.java', 'OPENMEETINGS-1466', 'bd41311642dd893c0d95c08d2ae526ff5a436775')
('3.1.2', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/RoomWebService.java', 'OPENMEETINGS-1466', 'bd41311642dd893c0d95c08d2ae526ff5a436775')
('3.1.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/admin/connection/ConnectionsPanel.java', 'OPENMEETINGS-1460', '5f87c1d2c327582d3760d1d52a42ea2b621f7568')
('3.1.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/app/Client.java', 'OPENMEETINGS-1460', '588222e045198d3f508d3c7e2041c738b92972b3')
('3.1.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/app/Client.java', 'OPENMEETINGS-1460', '588222e045198d3f508d3c7e2041c738b92972b3')
('3.1.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/app/Client.java', 'OPENMEETINGS-1460', '588222e045198d3f508d3c7e2041c738b92972b3')
('3.1.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/user/record/VideoInfo.java', 'OPENMEETINGS-1461', '739dcfbe43acba27620c74f24a48fcaeaf3154b8')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/job/OmKeyEvent.java', 'OPENMEETINGS-1468', '9c7f4752a0b7900cc7bc932b581429c0985be6ee')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/job/OmKeyEvent.java', 'OPENMEETINGS-1468', 'b44fd739fb8320ac3599c9342323442319d73edc')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/job/OmKeyEvent.java', 'OPENMEETINGS-1468', '3a7b994c6d905ec2215a82a3b9d9f3a3b44aceb4')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/job/OmKeyEvent.java', 'OPENMEETINGS-1468', '5bb87612c0ec38b64dc5a77bd0aea34660ea9a82')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/job/RemoteJob.java', 'OPENMEETINGS-1468', '5bb87612c0ec38b64dc5a77bd0aea34660ea9a82')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/job/OmKeyEvent.java', 'OPENMEETINGS-1468', 'bd7e63817621405a8a1cc3e51171d4975f916e7f')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/job/RemoteJob.java', 'OPENMEETINGS-1468', 'bd7e63817621405a8a1cc3e51171d4975f916e7f')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/gui/BlankArea.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/gui/NumberSpinner.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/gui/MouseListenerable.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/CaptureScreen.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/RTMPScreenShare.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/BaseScreenEncoder.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/gui/ScreenMouseListener.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/ScreenV1Encoder.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/gui/ScreenHeightMouseListener.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/gui/ScreenSharerFrame.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/IScreenShare.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/IScreenEncoder.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/gui/ScreenYMouseListener.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/AudioTone.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/RTMPSScreenShare.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/gui/ScreenWidthMouseListener.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/RTMPTSScreenShare.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/gui/ScreenXMouseListener.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/gui/ScreenKeyListener.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/gui/ScreenDimensions.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/RTMPClientPublish.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/CoreScreenShare.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.2', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/RTMPTScreenShare.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.1RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/gui/BlankArea.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.1RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/gui/MouseListenerable.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.1RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/RTMPScreenShare.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.1RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/BaseScreenEncoder.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.1RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/IScreenEncoder.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.1RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/gui/ScreenDimensions.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.1RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/RTMPTScreenShare.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.0RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/gui/BlankArea.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.0RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/gui/MouseListenerable.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.0RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/RTMPScreenShare.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.0RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/BaseScreenEncoder.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.0RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/IScreenEncoder.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.0RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/gui/ScreenDimensions.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.1.0RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screen/webstart/RTMPTScreenShare.java', 'OPENMEETINGS-1468', 'c572d45ba533b08220f50940b09a42b8b8883072')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/RegisterDialog.java', 'OPENMEETINGS-1697', '947aae60dde68eb8a033432fb3b587ccce7b7394')
('3.3.0', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/RegisterDialog.java', 'OPENMEETINGS-1697', '947aae60dde68eb8a033432fb3b587ccce7b7394')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/user/chat/Chat.java', 'OPENMEETINGS-1698', '6b63ef8843fe990cb9b269a52c4472b9cc021c83')
('3.3.1RC1', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/util/OmParamConverterProvider.java', 'OPENMEETINGS-1693', 'eb1aa0386c9e8d342cf85c75cd9db4f89d71ad5b')
('3.3.0', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/util/OmParamConverterProvider.java', 'OPENMEETINGS-1693', 'eb1aa0386c9e8d342cf85c75cd9db4f89d71ad5b')
('3.2.1RC1', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/util/OmParamConverterProvider.java', 'OPENMEETINGS-1693', 'eb1aa0386c9e8d342cf85c75cd9db4f89d71ad5b')
('3.2.0RC1', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/util/OmParamConverterProvider.java', 'OPENMEETINGS-1693', 'eb1aa0386c9e8d342cf85c75cd9db4f89d71ad5b')
('3.1.5RC1', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/util/OmParamConverterProvider.java', 'OPENMEETINGS-1693', 'eb1aa0386c9e8d342cf85c75cd9db4f89d71ad5b')
('3.3.0', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/admin/users/UserForm.java', 'OPENMEETINGS-1690', 'ad3a6bc4a83c311b924eb40e38c7467fbf1282bf')
('3.1.3RC1', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupExport.java', 'OPENMEETINGS-1457', '5d08356192738ccc8aba4dc489b4132502b7cb29')
('3.1.3RC1', 'openmeetings-util/src/main/java/org/apache/openmeetings/util/OmFileHelper.java', 'OPENMEETINGS-1457', '5d08356192738ccc8aba4dc489b4132502b7cb29')
('3.1.3RC1', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupImport.java', 'OPENMEETINGS-1457', '5d08356192738ccc8aba4dc489b4132502b7cb29')
('3.1.2', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupExport.java', 'OPENMEETINGS-1457', '5d08356192738ccc8aba4dc489b4132502b7cb29')
('3.1.3RC1', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupImport.java', 'OPENMEETINGS-1457', '23ebc615a75562f8fb3ee00f802be645d88bf92d')
('3.1.3RC1', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupImport.java', 'OPENMEETINGS-1457', '2136ec81b99f86c37598e12f25ac05e40e189f1a')
('3.1.3RC1', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupImport.java', 'OPENMEETINGS-1457', '6978a0a2b69dde2f1686e3071b93ae6c36a894c5')
('3.1.3RC1', 'openmeetings-util/src/main/java/org/apache/openmeetings/util/OmFileHelper.java', 'OPENMEETINGS-1457', '85ecf1841c68083d27b28a2401306a2e7e048b43')
('3.1.3RC1', 'openmeetings-install/src/main/java/org/apache/openmeetings/cli/CleanupEntityUnit.java', 'OPENMEETINGS-1457', '85ecf1841c68083d27b28a2401306a2e7e048b43')
('3.1.3RC1', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupExport.java', 'OPENMEETINGS-1457', '85ecf1841c68083d27b28a2401306a2e7e048b43')
('3.1.3RC1', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupImport.java', 'OPENMEETINGS-1457', '85ecf1841c68083d27b28a2401306a2e7e048b43')
('3.1.3RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/data/file/FileProcessor.java', 'OPENMEETINGS-1457', '85ecf1841c68083d27b28a2401306a2e7e048b43')
('3.1.3RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/remote/ConferenceLibrary.java', 'OPENMEETINGS-1457', '85ecf1841c68083d27b28a2401306a2e7e048b43')
('3.1.3RC1', 'openmeetings-install/src/main/java/org/apache/openmeetings/cli/Admin.java', 'OPENMEETINGS-1457', '85ecf1841c68083d27b28a2401306a2e7e048b43')
('3.1.3RC1', 'openmeetings-install/src/main/java/org/apache/openmeetings/cli/CleanupUnit.java', 'OPENMEETINGS-1457', '85ecf1841c68083d27b28a2401306a2e7e048b43')
('3.1.3RC1', 'openmeetings-install/src/main/java/org/apache/openmeetings/cli/CleanupHelper.java', 'OPENMEETINGS-1457', '85ecf1841c68083d27b28a2401306a2e7e048b43')
('3.1.3RC1', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/LongTransform.java', 'OPENMEETINGS-1457', '85ecf1841c68083d27b28a2401306a2e7e048b43')
('3.1.3RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/converter/GenerateImage.java', 'OPENMEETINGS-1457', '85ecf1841c68083d27b28a2401306a2e7e048b43')
('3.1.2', 'openmeetings-install/src/main/java/org/apache/openmeetings/cli/CleanupEntityUnit.java', 'OPENMEETINGS-1457', '85ecf1841c68083d27b28a2401306a2e7e048b43')
('3.1.2', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupExport.java', 'OPENMEETINGS-1457', '85ecf1841c68083d27b28a2401306a2e7e048b43')
('3.1.2', 'openmeetings-install/src/main/java/org/apache/openmeetings/cli/Admin.java', 'OPENMEETINGS-1457', '85ecf1841c68083d27b28a2401306a2e7e048b43')
('3.1.2', 'openmeetings-install/src/main/java/org/apache/openmeetings/cli/CleanupUnit.java', 'OPENMEETINGS-1457', '85ecf1841c68083d27b28a2401306a2e7e048b43')
('3.1.2', 'openmeetings-install/src/main/java/org/apache/openmeetings/cli/CleanupHelper.java', 'OPENMEETINGS-1457', '85ecf1841c68083d27b28a2401306a2e7e048b43')
('3.1.2', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/LongTransform.java', 'OPENMEETINGS-1457', '85ecf1841c68083d27b28a2401306a2e7e048b43')
('3.1.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/RoomFileResourceReference.java', 'OPENMEETINGS-1457', '676bc02f26f6b7435c0f975b8243f6fd7f208cdc')
('3.1.2', 'openmeetings-util/src/main/java/org/apache/openmeetings/util/OmFileHelper.java', 'OPENMEETINGS-1457', '676bc02f26f6b7435c0f975b8243f6fd7f208cdc')
('3.1.2', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupImport.java', 'OPENMEETINGS-1457', '676bc02f26f6b7435c0f975b8243f6fd7f208cdc')
('3.1.2', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/data/file/FileProcessor.java', 'OPENMEETINGS-1457', '676bc02f26f6b7435c0f975b8243f6fd7f208cdc')
