('2.3.0', 'modules/core/src/main/java/org/apache/ignite/internal/visor/util/VisorTaskUtils.java', 'IGNITE-6995', '47e7daf7323ee49be53efb363f447d574bc7e222')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/GridDhtPartitionTopologyImpl.java', 'IGNITE-8746', '523900a0c56ae1ce2f9ff56368c0159983645af2')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/GridDhtPartitionTopology.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/GridDhtPartitionTopologyImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/CacheDefaultBinaryAffinityKeyMapper.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/client/thin/ClientBinaryMarshaller.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryBuilderEnum.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryWriterExImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/atomic/GridDhtAtomicCache.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cacheobject/IgniteCacheObjectProcessorImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryObjectBuilderImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryEnumObjectImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheContext.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryContext.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryEnumArrayLazyValue.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryReaderExImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/GridClientPartitionTopology.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryBuilderSerializer.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/binary/CacheObjectBinaryProcessorImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/binary/IgniteBinaryImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cacheobject/IgniteCacheObjectProcessor.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/util/StripedCompositeReadWriteLock.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryObjectArrayLazyValue.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheReturn.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/CacheGroupContext.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryMarshaller.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryUtils.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/CacheDefaultBinaryAffinityKeyMapper.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryBuilderEnum.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryWriterExImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cacheobject/IgniteCacheObjectProcessorImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryObjectBuilderImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryEnumObjectImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryEnumArrayLazyValue.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryReaderExImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryBuilderSerializer.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/binary/IgniteBinaryImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cacheobject/IgniteCacheObjectProcessor.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/util/StripedCompositeReadWriteLock.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryObjectArrayLazyValue.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheReturn.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryMarshaller.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.3.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/CacheDefaultBinaryAffinityKeyMapper.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.3.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryBuilderEnum.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.3.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryWriterExImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.3.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cacheobject/IgniteCacheObjectProcessorImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.3.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryObjectBuilderImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.3.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryEnumObjectImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.3.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryEnumArrayLazyValue.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.3.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryReaderExImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.3.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryBuilderSerializer.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.3.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/binary/IgniteBinaryImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.3.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cacheobject/IgniteCacheObjectProcessor.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.3.0', 'modules/core/src/main/java/org/apache/ignite/internal/util/StripedCompositeReadWriteLock.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.3.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryObjectArrayLazyValue.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.3.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheReturn.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.3.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryMarshaller.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.2.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/CacheDefaultBinaryAffinityKeyMapper.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.2.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryBuilderEnum.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.2.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryEnumObjectImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.2.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryEnumArrayLazyValue.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.2.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryReaderExImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.2.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/binary/IgniteBinaryImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.2.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cacheobject/IgniteCacheObjectProcessor.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.2.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryObjectArrayLazyValue.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.2.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheReturn.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.2.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryMarshaller.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.1.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/CacheDefaultBinaryAffinityKeyMapper.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.1.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryBuilderEnum.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.1.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryEnumObjectImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.1.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryEnumArrayLazyValue.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.1.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryReaderExImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.1.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/binary/IgniteBinaryImpl.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.1.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cacheobject/IgniteCacheObjectProcessor.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.1.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryObjectArrayLazyValue.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.1.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheReturn.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.1.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryMarshaller.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.0.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryBuilderEnum.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.0.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryEnumArrayLazyValue.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.0.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryObjectArrayLazyValue.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.0.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheReturn.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.0.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryMarshaller.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('1.9.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryBuilderEnum.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('1.9.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryEnumArrayLazyValue.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('1.9.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryObjectArrayLazyValue.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('1.9.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/BinaryMarshaller.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('1.8.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryBuilderEnum.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('1.8.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryEnumArrayLazyValue.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('1.8.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryObjectArrayLazyValue.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('1.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryBuilderEnum.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('1.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryEnumArrayLazyValue.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('1.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryObjectArrayLazyValue.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('1.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryBuilderEnum.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('1.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryEnumArrayLazyValue.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('1.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryObjectArrayLazyValue.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('1.5.0.final', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryBuilderEnum.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('1.5.0.final', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryEnumArrayLazyValue.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('1.5.0.final', 'modules/core/src/main/java/org/apache/ignite/internal/binary/builder/BinaryObjectArrayLazyValue.java', 'IGNITE-8752', '929a12d4a9ad156cd6253204112e742cc0fb9c41')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/spi/discovery/tcp/ServerImpl.java', 'IGNITE-8751', '7965d12c1950d35ca108af9792fe51507bb23f66')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/util/io/GridUnsafeDataOutput.java', 'IGNITE-8755', '61b38977f63258ca7d3699731b92e125dca8407a')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/util/io/GridUnsafeDataOutput.java', 'IGNITE-8755', '61b38977f63258ca7d3699731b92e125dca8407a')
('2.3.0', 'modules/core/src/main/java/org/apache/ignite/internal/util/io/GridUnsafeDataOutput.java', 'IGNITE-8755', '61b38977f63258ca7d3699731b92e125dca8407a')
('2.2.0', 'modules/core/src/main/java/org/apache/ignite/internal/util/io/GridUnsafeDataOutput.java', 'IGNITE-8755', '61b38977f63258ca7d3699731b92e125dca8407a')
('2.1.0', 'modules/core/src/main/java/org/apache/ignite/internal/util/io/GridUnsafeDataOutput.java', 'IGNITE-8755', '61b38977f63258ca7d3699731b92e125dca8407a')
('2.0.0', 'modules/core/src/main/java/org/apache/ignite/internal/util/io/GridUnsafeDataOutput.java', 'IGNITE-8755', '61b38977f63258ca7d3699731b92e125dca8407a')
('1.9.0', 'modules/core/src/main/java/org/apache/ignite/internal/util/io/GridUnsafeDataOutput.java', 'IGNITE-8755', '61b38977f63258ca7d3699731b92e125dca8407a')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/service/GridServiceProcessor.java', 'IGNITE-8754', 'b1832673eba37919ad33f9d1c42b9b6bfa7e5a34')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/commandline/CommandHandler.java', 'IGNITE-8757', '9131e4ddb9ba3cf0faed4d64b4538b96547a9db5')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/persistence/GridCacheDatabaseSharedManager.java', 'IGNITE-8763', '173e54a85f1cd81bb1462d6ad24b3544e5376ff4')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/query/GridQueryProcessor.java', 'IGNITE-8765', 'ae7a1d0b8cf51f6ccd13fc5d945c37a0d019e11b')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/query/GridQueryProcessor.java', 'IGNITE-8765', 'ae7a1d0b8cf51f6ccd13fc5d945c37a0d019e11b')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/persistence/freelist/PagesList.java', 'IGNITE-8769', 'b37f8a207d881f4f1f88c0217fd5b96cb2e3b418')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/GridDhtPartitionsEvictor.java', 'IGNITE-8768', '56975c266e7019f307bb9da42333a6db4e47365e')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/CacheGroupContext.java', 'IGNITE-8768', '56975c266e7019f307bb9da42333a6db4e47365e')
('2.1.0', 'modules/core/src/main/java/org/apache/ignite/internal/util/lang/GridFunc.java', 'IGNITE-6107', 'd779f06edbbf405c084b9c9a20e5907f37d1f309')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/spi/discovery/tcp/ServerImpl.java', 'IGNITE-8774', '84a7b595f8173a34325963cf776955e8a757a583')
('2.7.5', 'modules/web/src/main/java/org/apache/ignite/cache/websession/WebSessionFilter.java', 'IGNITE-8772', '5550e0ef029352efebf1e08237fcb5a8f3bcb7c9')
('2.7.0', 'modules/web/src/main/java/org/apache/ignite/cache/websession/WebSessionFilter.java', 'IGNITE-8772', '5550e0ef029352efebf1e08237fcb5a8f3bcb7c9')
('2.6.0', 'modules/web/src/main/java/org/apache/ignite/cache/websession/WebSessionFilter.java', 'IGNITE-8772', '5550e0ef029352efebf1e08237fcb5a8f3bcb7c9')
('2.5.0', 'modules/web/src/main/java/org/apache/ignite/cache/websession/WebSessionFilter.java', 'IGNITE-8772', '5550e0ef029352efebf1e08237fcb5a8f3bcb7c9')
('2.4.0', 'modules/web/src/main/java/org/apache/ignite/cache/websession/WebSessionFilter.java', 'IGNITE-8772', '5550e0ef029352efebf1e08237fcb5a8f3bcb7c9')
('2.3.0', 'modules/web/src/main/java/org/apache/ignite/cache/websession/WebSessionFilter.java', 'IGNITE-8772', '5550e0ef029352efebf1e08237fcb5a8f3bcb7c9')
('1.5.0.final', 'modules/web/src/main/java/org/apache/ignite/cache/websession/WebSession.java', 'IGNITE-3087', 'b369d0306a49bf24a9a6ad09dd8a06929bdc572e')
('1.5.0.final', 'modules/web/src/main/java/org/apache/ignite/cache/websession/WebSessionFilter.java', 'IGNITE-3087', 'b369d0306a49bf24a9a6ad09dd8a06929bdc572e')
('1.5.0.final', 'modules/web/src/main/java/org/apache/ignite/cache/websession/WebSessionListener.java', 'IGNITE-3087', 'b369d0306a49bf24a9a6ad09dd8a06929bdc572e')
('1.5.0.final', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheTtlManager.java', 'IGNITE-3087', 'b369d0306a49bf24a9a6ad09dd8a06929bdc572e')
('1.4.0', 'modules/web/src/main/java/org/apache/ignite/cache/websession/WebSession.java', 'IGNITE-3087', 'b369d0306a49bf24a9a6ad09dd8a06929bdc572e')
('1.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheTtlManager.java', 'IGNITE-3087', 'b369d0306a49bf24a9a6ad09dd8a06929bdc572e')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/transactions/IgniteTxAdapter.java', 'IGNITE-10509', '5fa79c6a134b9530e0055eddcb90b53ce3d768bc')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/query/GridCacheQueryAdapter.java', 'IGNITE-9902', 'afe23b60bbbf4938cb7c471f20a59b51a7ad26a8')
('2.0.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/local/GridLocalLockFuture.java', 'IGNITE-5548', '07bf0f6f3ab5333ba42808c6b39000cf13b77f5c')
('2.0.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/colocated/GridDhtColocatedLockFuture.java', 'IGNITE-5548', '07bf0f6f3ab5333ba42808c6b39000cf13b77f5c')
('2.0.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/near/GridNearLockFuture.java', 'IGNITE-5548', '07bf0f6f3ab5333ba42808c6b39000cf13b77f5c')
('1.7.0', 'modules/core/src/main/java/org/apache/ignite/platform/dotnet/PlatformDotNetAffinityFunction.java', 'IGNITE-4216', '85a4b966fdfb7018d1c91b73df1659082128f786')
('1.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/platform/cache/affinity/PlatformAffinityFunction.java', 'IGNITE-4216', '85a4b966fdfb7018d1c91b73df1659082128f786')
('1.7.0', 'modules/core/src/main/java/org/apache/ignite/platform/dotnet/PlatformDotNetAffinityFunction.java', 'IGNITE-4216', '3aae5cb1d9d547f1d36783f902fdab3e9d5da570')
('1.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/platform/cache/affinity/PlatformAffinityFunction.java', 'IGNITE-4216', '3aae5cb1d9d547f1d36783f902fdab3e9d5da570')
('1.8.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/igfs/IgfsFileImpl.java', 'IGNITE-4219', '43adf8a3f09c6b29fe3e70f62dbc58251d8d7cb9')
('1.8.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/igfs/IgfsUtils.java', 'IGNITE-4219', '43adf8a3f09c6b29fe3e70f62dbc58251d8d7cb9')
('1.8.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/hadoop/HadoopDefaultJobInfo.java', 'IGNITE-4219', '43adf8a3f09c6b29fe3e70f62dbc58251d8d7cb9')
('1.8.0', 'modules/core/src/main/java/org/apache/ignite/internal/igfs/common/IgfsMarshaller.java', 'IGNITE-4219', '43adf8a3f09c6b29fe3e70f62dbc58251d8d7cb9')
('1.9.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheProcessor.java', 'IGNITE-1178', '0b996e62119b316f9758da09623c722ec2fb7921')
('1.9.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/query/GridQueryProcessor.java', 'IGNITE-1178', '0b996e62119b316f9758da09623c722ec2fb7921')
('1.9.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheAffinityManager.java', 'IGNITE-1178', '0b996e62119b316f9758da09623c722ec2fb7921')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/datastructures/GridCacheSetImpl.java', 'IGNITE-5553', '1b3742f4d7bedf0bb5c262786d386647b5b86e35')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/query/GridCacheQueryManager.java', 'IGNITE-5553', '1b3742f4d7bedf0bb5c262786d386647b5b86e35')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/datastructures/DataStructuresProcessor.java', 'IGNITE-5553', '1b3742f4d7bedf0bb5c262786d386647b5b86e35')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/datastructures/CacheDataStructuresManager.java', 'IGNITE-5553', '1b3742f4d7bedf0bb5c262786d386647b5b86e35')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/datastructures/GridCacheSetImpl.java', 'IGNITE-5553', '1b3742f4d7bedf0bb5c262786d386647b5b86e35')
