('wicket-6.12.0', 'wicket-core/src/main/java/org/apache/wicket/core/util/string/ComponentRenderer.java', 'WICKET-5422', '166dc90280fa506699cbca2a0e1f70cce13c9022')
('releasewicket-6.0.0-beta1', 'wicket-core/src/main/java/org/apache/wicket/util/tester/TagTester.java', 'WICKET-5874', '907f891af1a158ef015e7fcd70e0c997b227d22a')
('wicket-1.5.5', 'wicket-core/src/main/java/org/apache/wicket/util/tester/TagTester.java', 'WICKET-5874', '907f891af1a158ef015e7fcd70e0c997b227d22a')
('wicket-1.5.4', 'wicket-core/src/main/java/org/apache/wicket/util/tester/TagTester.java', 'WICKET-5874', '907f891af1a158ef015e7fcd70e0c997b227d22a')
('wicket-1.5.3', 'wicket-core/src/main/java/org/apache/wicket/util/tester/TagTester.java', 'WICKET-5874', '907f891af1a158ef015e7fcd70e0c997b227d22a')
('wicket-1.5.2', 'wicket-core/src/main/java/org/apache/wicket/util/tester/TagTester.java', 'WICKET-5874', '907f891af1a158ef015e7fcd70e0c997b227d22a')
('wicket-1.5.1', 'wicket-core/src/main/java/org/apache/wicket/util/tester/TagTester.java', 'WICKET-5874', '907f891af1a158ef015e7fcd70e0c997b227d22a')
('wicket-1.5.0', 'wicket-core/src/main/java/org/apache/wicket/util/tester/TagTester.java', 'WICKET-5874', '907f891af1a158ef015e7fcd70e0c997b227d22a')
('wicket-1.5-RC7', 'wicket-core/src/main/java/org/apache/wicket/util/tester/TagTester.java', 'WICKET-5874', '907f891af1a158ef015e7fcd70e0c997b227d22a')
('wicket-1.5-RC6', 'wicket-core/src/main/java/org/apache/wicket/util/tester/TagTester.java', 'WICKET-5874', '907f891af1a158ef015e7fcd70e0c997b227d22a')
('wicket-1.4.14', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/YuiLib.java', 'WICKET-3213', '1772b0897b1db3468d47f9feda912ee9a379b074')
('wicket-1.4.13', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/YuiLib.java', 'WICKET-3213', '1772b0897b1db3468d47f9feda912ee9a379b074')
('wicket-1.4.11', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/YuiLib.java', 'WICKET-3213', '1772b0897b1db3468d47f9feda912ee9a379b074')
('wicket-1.4.10', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/YuiLib.java', 'WICKET-3213', '1772b0897b1db3468d47f9feda912ee9a379b074')
('wicket-1.4.9', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/YuiLib.java', 'WICKET-3213', '1772b0897b1db3468d47f9feda912ee9a379b074')
('wicket-1.4.8', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/YuiLib.java', 'WICKET-3213', '1772b0897b1db3468d47f9feda912ee9a379b074')
('wicket-1.4.7', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/YuiLib.java', 'WICKET-3213', '1772b0897b1db3468d47f9feda912ee9a379b074')
('wicket-1.4.6', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/YuiLib.java', 'WICKET-3213', '1772b0897b1db3468d47f9feda912ee9a379b074')
('wicket-1.5-RC2', 'wicket-core/src/main/java/org/apache/wicket/MarkupContainer.java', 'WICKET-3218', '35eab40b693fa07163bab5cc5406b5b401d5ae78')
('wicket-1.4.14', 'wicket/src/main/java/org/apache/wicket/Page.java', 'WICKET-3218', 'eafab0decb93cb4b830638929e8cf205e5156fda')
('wicket-1.3.1', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/request/AbstractRequestCycleProcessor.java', 'WICKET-1038', 'd4b433686c93c5e6db48b28c67c06c8f3343e92a')
('wicket-1.5.13', 'wicket-core/src/main/java/org/apache/wicket/ajax/markup/html/form/AjaxSubmitLink.java', 'WICKET-5879', '0c79aa7fb2e820d73ed5eb58b66d9ef63b424941')
('wicket-1.5.12', 'wicket-core/src/main/java/org/apache/wicket/ajax/markup/html/form/AjaxSubmitLink.java', 'WICKET-5879', '0c79aa7fb2e820d73ed5eb58b66d9ef63b424941')
('wicket-1.5.11', 'wicket-core/src/main/java/org/apache/wicket/ajax/markup/html/form/AjaxSubmitLink.java', 'WICKET-5879', '0c79aa7fb2e820d73ed5eb58b66d9ef63b424941')
('releasewicket-1.5.10', 'wicket-core/src/main/java/org/apache/wicket/ajax/markup/html/form/AjaxSubmitLink.java', 'WICKET-5879', '0c79aa7fb2e820d73ed5eb58b66d9ef63b424941')
('releasewicket-1.5.9', 'wicket-core/src/main/java/org/apache/wicket/ajax/markup/html/form/AjaxSubmitLink.java', 'WICKET-5879', '0c79aa7fb2e820d73ed5eb58b66d9ef63b424941')
('releasewicket.1.5.8', 'wicket-core/src/main/java/org/apache/wicket/ajax/markup/html/form/AjaxSubmitLink.java', 'WICKET-5879', '0c79aa7fb2e820d73ed5eb58b66d9ef63b424941')
('wicket-1.5.13', 'wicket-core/src/main/java/org/apache/wicket/ajax/markup/html/form/AjaxSubmitLink.java', 'WICKET-5879', '73006a7b6886dec358976f7ffe2fdb3b2714a4a3')
('wicket-1.5.12', 'wicket-core/src/main/java/org/apache/wicket/ajax/markup/html/form/AjaxSubmitLink.java', 'WICKET-5879', '73006a7b6886dec358976f7ffe2fdb3b2714a4a3')
('wicket-1.5.11', 'wicket-core/src/main/java/org/apache/wicket/ajax/markup/html/form/AjaxSubmitLink.java', 'WICKET-5879', '73006a7b6886dec358976f7ffe2fdb3b2714a4a3')
('releasewicket-1.5.10', 'wicket-core/src/main/java/org/apache/wicket/ajax/markup/html/form/AjaxSubmitLink.java', 'WICKET-5879', '73006a7b6886dec358976f7ffe2fdb3b2714a4a3')
('releasewicket-1.5.9', 'wicket-core/src/main/java/org/apache/wicket/ajax/markup/html/form/AjaxSubmitLink.java', 'WICKET-5879', '73006a7b6886dec358976f7ffe2fdb3b2714a4a3')
('releasewicket.1.5.8', 'wicket-core/src/main/java/org/apache/wicket/ajax/markup/html/form/AjaxSubmitLink.java', 'WICKET-5879', '73006a7b6886dec358976f7ffe2fdb3b2714a4a3')
('releasewicket-1.5.6', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '9a6a06be9fa67971a4694256e7d563328f2e9c6c')
('wicket-1.5.5', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '9a6a06be9fa67971a4694256e7d563328f2e9c6c')
('wicket-1.5.4', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '9a6a06be9fa67971a4694256e7d563328f2e9c6c')
('wicket-1.5.3', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '9a6a06be9fa67971a4694256e7d563328f2e9c6c')
('wicket-1.5.2', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '9a6a06be9fa67971a4694256e7d563328f2e9c6c')
('wicket-1.5.1', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '9a6a06be9fa67971a4694256e7d563328f2e9c6c')
('wicket-1.5.0', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '9a6a06be9fa67971a4694256e7d563328f2e9c6c')
('wicket-1.5-RC7', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '9a6a06be9fa67971a4694256e7d563328f2e9c6c')
('wicket-1.5-RC6', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '9a6a06be9fa67971a4694256e7d563328f2e9c6c')
('wicket-1.5-RC5', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '9a6a06be9fa67971a4694256e7d563328f2e9c6c')
('wicket-1.5-RC4', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '9a6a06be9fa67971a4694256e7d563328f2e9c6c')
('wicket-1.5-RC3', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '9a6a06be9fa67971a4694256e7d563328f2e9c6c')
('wicket-1.5-RC2', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '9a6a06be9fa67971a4694256e7d563328f2e9c6c')
('wicket-1.5-RC1', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '9a6a06be9fa67971a4694256e7d563328f2e9c6c')
('releasewicket-1.5.6', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '950f756a87b01fcf7d6c1a29f7c1f3e219849fd2')
('wicket-1.5.5', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '950f756a87b01fcf7d6c1a29f7c1f3e219849fd2')
('wicket-1.5.4', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '950f756a87b01fcf7d6c1a29f7c1f3e219849fd2')
('wicket-1.5.3', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '950f756a87b01fcf7d6c1a29f7c1f3e219849fd2')
('wicket-1.5.2', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '950f756a87b01fcf7d6c1a29f7c1f3e219849fd2')
('wicket-1.5.1', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '950f756a87b01fcf7d6c1a29f7c1f3e219849fd2')
('wicket-1.5.0', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '950f756a87b01fcf7d6c1a29f7c1f3e219849fd2')
('wicket-1.5-RC7', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '950f756a87b01fcf7d6c1a29f7c1f3e219849fd2')
('wicket-1.5-RC6', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '950f756a87b01fcf7d6c1a29f7c1f3e219849fd2')
('wicket-1.5-RC5', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '950f756a87b01fcf7d6c1a29f7c1f3e219849fd2')
('wicket-1.5-RC4', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '950f756a87b01fcf7d6c1a29f7c1f3e219849fd2')
('wicket-1.5-RC3', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '950f756a87b01fcf7d6c1a29f7c1f3e219849fd2')
('wicket-1.5-RC2', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '950f756a87b01fcf7d6c1a29f7c1f3e219849fd2')
('wicket-1.5-RC1', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/ValidationErrorFeedback.java', 'WICKET-4548', '950f756a87b01fcf7d6c1a29f7c1f3e219849fd2')
('wicket-1.3.0-beta4', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/Page.java', 'WICKET-336', 'e2734dbf0431d4fca654f4249460a3514e2b9b25')
('wicket-1.3.0-beta4', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/Component.java', 'WICKET-336', 'e2734dbf0431d4fca654f4249460a3514e2b9b25')
('wicket-1.3.0-beta4', 'jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateField.java', 'WICKET-1040', 'aaa13e9a3c020867454a7afb95d65fcba315c7a0')
('wicket-6.12.0', 'wicket-core/src/main/java/org/apache/wicket/Behaviors.java', 'WICKET-5400', '6cefb9f89975ace7fc90ec663c4d92ac9af14dfd')
('wicket-6.11.0', 'wicket-core/src/main/java/org/apache/wicket/Behaviors.java', 'WICKET-5400', '6cefb9f89975ace7fc90ec663c4d92ac9af14dfd')
('wicket-6.10.0', 'wicket-core/src/main/java/org/apache/wicket/Behaviors.java', 'WICKET-5400', '6cefb9f89975ace7fc90ec663c4d92ac9af14dfd')
('wicket-6.9.1', 'wicket-core/src/main/java/org/apache/wicket/Behaviors.java', 'WICKET-5400', '6cefb9f89975ace7fc90ec663c4d92ac9af14dfd')
('wicket-6.9.0', 'wicket-core/src/main/java/org/apache/wicket/Behaviors.java', 'WICKET-5400', '6cefb9f89975ace7fc90ec663c4d92ac9af14dfd')
('wicket-6.8.0', 'wicket-core/src/main/java/org/apache/wicket/Behaviors.java', 'WICKET-5400', '6cefb9f89975ace7fc90ec663c4d92ac9af14dfd')
('wicket-6.7.0', 'wicket-core/src/main/java/org/apache/wicket/Behaviors.java', 'WICKET-5400', '6cefb9f89975ace7fc90ec663c4d92ac9af14dfd')
('wicket-6.6.0', 'wicket-core/src/main/java/org/apache/wicket/Behaviors.java', 'WICKET-5400', '6cefb9f89975ace7fc90ec663c4d92ac9af14dfd')
('wicket-6.5.0', 'wicket-core/src/main/java/org/apache/wicket/Behaviors.java', 'WICKET-5400', '6cefb9f89975ace7fc90ec663c4d92ac9af14dfd')
('wicket-1.3.0-beta3', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/ajax/AjaxRequestTarget.java', 'WICKET-1042', '1beb2ed1fc6c4bd10599dab70b0c75988afe1830')
('wicket-1.3.0-beta3', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/util/tester/BaseWicketTester.java', 'WICKET-1042', '1beb2ed1fc6c4bd10599dab70b0c75988afe1830')
('wicket-1.3.0-beta3', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/RequestCycle.java', 'WICKET-1042', '1beb2ed1fc6c4bd10599dab70b0c75988afe1830')
('wicket-1.3.0-beta3', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/ajax/AbstractDefaultAjaxBehavior.java', 'WICKET-1042', '1beb2ed1fc6c4bd10599dab70b0c75988afe1830')
('wicket-1.5.13', 'wicket-core/src/main/java/org/apache/wicket/feedback/IFeedbackMessageFilter.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('wicket-1.5.13', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/Form.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('wicket-1.5.13', 'wicket-core/src/main/java/org/apache/wicket/util/tester/BaseWicketTester.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('wicket-1.5.12', 'wicket-core/src/main/java/org/apache/wicket/feedback/IFeedbackMessageFilter.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('wicket-1.5.12', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/Form.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('wicket-1.5.12', 'wicket-core/src/main/java/org/apache/wicket/util/tester/BaseWicketTester.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('wicket-1.5.11', 'wicket-core/src/main/java/org/apache/wicket/feedback/IFeedbackMessageFilter.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('wicket-1.5.11', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/Form.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('wicket-1.5.11', 'wicket-core/src/main/java/org/apache/wicket/util/tester/BaseWicketTester.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('releasewicket-1.5.10', 'wicket-core/src/main/java/org/apache/wicket/feedback/IFeedbackMessageFilter.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('releasewicket-1.5.10', 'wicket-core/src/main/java/org/apache/wicket/util/tester/BaseWicketTester.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('releasewicket-1.5.9', 'wicket-core/src/main/java/org/apache/wicket/feedback/IFeedbackMessageFilter.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('releasewicket.1.5.8', 'wicket-core/src/main/java/org/apache/wicket/feedback/IFeedbackMessageFilter.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('releasewicket-1.5.6', 'wicket-core/src/main/java/org/apache/wicket/feedback/IFeedbackMessageFilter.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('wicket-1.5.5', 'wicket-core/src/main/java/org/apache/wicket/feedback/IFeedbackMessageFilter.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('wicket-1.5.4', 'wicket-core/src/main/java/org/apache/wicket/feedback/IFeedbackMessageFilter.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('wicket-1.5.3', 'wicket-core/src/main/java/org/apache/wicket/feedback/IFeedbackMessageFilter.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('wicket-1.5.2', 'wicket-core/src/main/java/org/apache/wicket/feedback/IFeedbackMessageFilter.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('wicket-1.5.1', 'wicket-core/src/main/java/org/apache/wicket/feedback/IFeedbackMessageFilter.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('wicket-1.5.0', 'wicket-core/src/main/java/org/apache/wicket/feedback/IFeedbackMessageFilter.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('wicket-1.5-RC7', 'wicket-core/src/main/java/org/apache/wicket/feedback/IFeedbackMessageFilter.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('wicket-1.5-RC6', 'wicket-core/src/main/java/org/apache/wicket/feedback/IFeedbackMessageFilter.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('wicket-1.5-RC5', 'wicket-core/src/main/java/org/apache/wicket/feedback/IFeedbackMessageFilter.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('wicket-1.5-RC4', 'wicket-core/src/main/java/org/apache/wicket/feedback/IFeedbackMessageFilter.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('wicket-1.5-RC3', 'wicket-core/src/main/java/org/apache/wicket/feedback/IFeedbackMessageFilter.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('wicket-1.5-RC2', 'wicket-core/src/main/java/org/apache/wicket/feedback/IFeedbackMessageFilter.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('wicket-1.5-RC1', 'wicket-core/src/main/java/org/apache/wicket/feedback/IFeedbackMessageFilter.java', 'WICKET-5883', 'cd3b92346b33b38c451434a1cabb7cf79d7188f0')
('wicket-1.4.0', 'wicket/src/main/java/org/apache/wicket/markup/html/include/Include.java', 'WICKET-2372', 'aa0c414bd59f57b8b3418940941a35d032a37373')
('wicket-1.4-rc5', 'wicket/src/main/java/org/apache/wicket/markup/html/include/Include.java', 'WICKET-2372', 'aa0c414bd59f57b8b3418940941a35d032a37373')
('wicket-1.4-rc4', 'wicket/src/main/java/org/apache/wicket/markup/html/include/Include.java', 'WICKET-2372', 'aa0c414bd59f57b8b3418940941a35d032a37373')
('wicket-1.4-rc2', 'wicket/src/main/java/org/apache/wicket/markup/html/include/Include.java', 'WICKET-2372', 'aa0c414bd59f57b8b3418940941a35d032a37373')
('wicket-1.4-rc1', 'wicket/src/main/java/org/apache/wicket/markup/html/include/Include.java', 'WICKET-2372', 'aa0c414bd59f57b8b3418940941a35d032a37373')
('releasewicket-1.5.6', 'wicket-core/src/main/java/org/apache/wicket/request/cycle/RequestCycle.java', 'WICKET-4550', '8b3122b1ace746a216c0a02a7f48e0f12c6f0e8a')
('releasewicket-1.5.6', 'wicket-core/src/main/java/org/apache/wicket/settings/def/ResourceSettings.java', 'WICKET-4550', '8b3122b1ace746a216c0a02a7f48e0f12c6f0e8a')
('releasewicket-1.5.6', 'wicket-core/src/main/java/org/apache/wicket/settings/IResourceSettings.java', 'WICKET-4550', '8b3122b1ace746a216c0a02a7f48e0f12c6f0e8a')
('releasewicket-1.5.6', 'wicket-core/src/main/java/org/apache/wicket/markup/head/JavaScriptHeaderItem.java', 'WICKET-4550', '8b3122b1ace746a216c0a02a7f48e0f12c6f0e8a')
('wicket-1.5.5', 'wicket-core/src/main/java/org/apache/wicket/request/cycle/RequestCycle.java', 'WICKET-4550', '8b3122b1ace746a216c0a02a7f48e0f12c6f0e8a')
('wicket-1.5.5', 'wicket-core/src/main/java/org/apache/wicket/settings/def/ResourceSettings.java', 'WICKET-4550', '8b3122b1ace746a216c0a02a7f48e0f12c6f0e8a')
('wicket-1.5.5', 'wicket-core/src/main/java/org/apache/wicket/settings/IResourceSettings.java', 'WICKET-4550', '8b3122b1ace746a216c0a02a7f48e0f12c6f0e8a')
('wicket-1.5.4', 'wicket-core/src/main/java/org/apache/wicket/request/cycle/RequestCycle.java', 'WICKET-4550', '8b3122b1ace746a216c0a02a7f48e0f12c6f0e8a')
('wicket-1.5.4', 'wicket-core/src/main/java/org/apache/wicket/settings/IResourceSettings.java', 'WICKET-4550', '8b3122b1ace746a216c0a02a7f48e0f12c6f0e8a')
('wicket-1.5.3', 'wicket-core/src/main/java/org/apache/wicket/settings/IResourceSettings.java', 'WICKET-4550', '8b3122b1ace746a216c0a02a7f48e0f12c6f0e8a')
('wicket-1.5.2', 'wicket-core/src/main/java/org/apache/wicket/settings/IResourceSettings.java', 'WICKET-4550', '8b3122b1ace746a216c0a02a7f48e0f12c6f0e8a')
('wicket-1.5.1', 'wicket-core/src/main/java/org/apache/wicket/settings/IResourceSettings.java', 'WICKET-4550', '8b3122b1ace746a216c0a02a7f48e0f12c6f0e8a')
('wicket-1.5.0', 'wicket-core/src/main/java/org/apache/wicket/settings/IResourceSettings.java', 'WICKET-4550', '8b3122b1ace746a216c0a02a7f48e0f12c6f0e8a')
('wicket-1.5-RC7', 'wicket-core/src/main/java/org/apache/wicket/settings/IResourceSettings.java', 'WICKET-4550', '8b3122b1ace746a216c0a02a7f48e0f12c6f0e8a')
('wicket-1.5-RC6', 'wicket-core/src/main/java/org/apache/wicket/settings/IResourceSettings.java', 'WICKET-4550', '8b3122b1ace746a216c0a02a7f48e0f12c6f0e8a')
('wicket-1.3.0-beta2', 'jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/select/Select.java', 'WICKET-782', 'e3ba68903102d8ebd6a7449c95ef318ab8093afe')
('wicket-1.4.14', 'wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/select/SelectOptions.java', 'WICKET-3225', '9f6a4c0b38972b7159c011d67ed0a8a3c8ec21c3')
('wicket-1.4.13', 'wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/select/SelectOptions.java', 'WICKET-3225', '9f6a4c0b38972b7159c011d67ed0a8a3c8ec21c3')
('wicket-1.4.11', 'wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/select/SelectOptions.java', 'WICKET-3225', '9f6a4c0b38972b7159c011d67ed0a8a3c8ec21c3')
('wicket-1.4.10', 'wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/select/SelectOptions.java', 'WICKET-3225', '9f6a4c0b38972b7159c011d67ed0a8a3c8ec21c3')
('wicket-1.4.9', 'wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/select/SelectOptions.java', 'WICKET-3225', '9f6a4c0b38972b7159c011d67ed0a8a3c8ec21c3')
('wicket-1.4.8', 'wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/select/SelectOptions.java', 'WICKET-3225', '9f6a4c0b38972b7159c011d67ed0a8a3c8ec21c3')
('wicket-1.4.7', 'wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/select/SelectOptions.java', 'WICKET-3225', '9f6a4c0b38972b7159c011d67ed0a8a3c8ec21c3')
('wicket-1.4.6', 'wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/select/SelectOptions.java', 'WICKET-3225', '9f6a4c0b38972b7159c011d67ed0a8a3c8ec21c3')
('wicket-1.4.5', 'wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/select/SelectOptions.java', 'WICKET-3225', '9f6a4c0b38972b7159c011d67ed0a8a3c8ec21c3')
('wicket-1.4.4', 'wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/select/SelectOptions.java', 'WICKET-3225', '9f6a4c0b38972b7159c011d67ed0a8a3c8ec21c3')
('wicket-1.4.3', 'wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/select/SelectOptions.java', 'WICKET-3225', '9f6a4c0b38972b7159c011d67ed0a8a3c8ec21c3')
('wicket-1.4.2', 'wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/select/SelectOptions.java', 'WICKET-3225', '9f6a4c0b38972b7159c011d67ed0a8a3c8ec21c3')
('wicket-1.4.0', 'wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/select/SelectOptions.java', 'WICKET-3225', '9f6a4c0b38972b7159c011d67ed0a8a3c8ec21c3')
('wicket-1.4-rc5', 'wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/select/SelectOptions.java', 'WICKET-3225', '9f6a4c0b38972b7159c011d67ed0a8a3c8ec21c3')
('wicket-1.4-rc4', 'wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/select/SelectOptions.java', 'WICKET-3225', '9f6a4c0b38972b7159c011d67ed0a8a3c8ec21c3')
('wicket-1.4-rc2', 'wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/select/SelectOptions.java', 'WICKET-3225', '9f6a4c0b38972b7159c011d67ed0a8a3c8ec21c3')
('wicket-1.3.0-beta3', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/Session.java', 'WICKET-1046', 'a09518fee1a3900906a0212d30337692e03569e7')
('wicket-1.3.0-beta3', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/protocol/http/WebSession.java', 'WICKET-1046', 'a09518fee1a3900906a0212d30337692e03569e7')
('wicket-1.4.14', 'wicket-extensions/src/main/java/org/apache/wicket/extensions/captcha/kittens/OpaqueRegion.java', 'WICKET-3223', '603b5d453b9777b69342c13d739d7975d39f67f2')
('wicket-1.5-M3', 'wicket-extensions/src/main/java/org/apache/wicket/extensions/captcha/kittens/OpaqueRegion.java', 'WICKET-3223', '603b5d453b9777b69342c13d739d7975d39f67f2')
('wicket-1.4.13', 'wicket-extensions/src/main/java/org/apache/wicket/extensions/captcha/kittens/OpaqueRegion.java', 'WICKET-3223', '603b5d453b9777b69342c13d739d7975d39f67f2')
('wicket-1.5-M2.1', 'wicket-extensions/src/main/java/org/apache/wicket/extensions/captcha/kittens/OpaqueRegion.java', 'WICKET-3223', '603b5d453b9777b69342c13d739d7975d39f67f2')
('wicket-1.4.11', 'wicket-extensions/src/main/java/org/apache/wicket/extensions/captcha/kittens/OpaqueRegion.java', 'WICKET-3223', '603b5d453b9777b69342c13d739d7975d39f67f2')
